1,8,2
1,8,1

1,8,0
1,8,2
1,1920,1
1,8,3
1,8,2

1,8,3
1,8,1
1,1920,0
1,8,2
1,8,1

1,8,0
1,8,2
1,1920,1
1,8,3
1,8,2

//3renpu
1,8,3
1,8,1
1,1920,0
1,8,2
1,8,1


1,8,0
1,8,2
1,1920,1
1,8,3
1,8,2

1,8,3
1,8,1
1,1920,0
1,8,2
1,8,1

1,8,0
1,8,2
1,1920,1
1,8,3
1,8,2

1,8,3
1,8,1
1,1920,0
1,8,2
1,8,1

1,8,0
1,8,0,3.2
1,8,1
1,8,1,2.2
1,8,2
1,8,2,1.2
1,8,3
1,8,3,0.2


1,8,3
1,8,3,3.2
1,8,2
1,8,2,2.2
1,8,1
1,8,1,1.2
1,8,0
1,8,0,0.2


//Aintro
1,1920,0,5.7
1,1920,1,5.7
1,1920,2,5.7
1,1920,3,5.7

3,24,0
3,24,1
3,12,2
3,24,0
3,24,1
3,12,2
3,24,0
3,24,1
3,12,2

3,24,0
3,24,2
3,12,3
3,24,0
3,24,2
3,12,3
3,24,0
3,24,2
3,12,3

3,24,1
3,24,2
3,12,3
3,24,1
3,24,2
3,12,3
3,24,1
3,24,2
3,12,3

1,8,0
1,8,1
1,8,2
1,8,3

1,1920,0,5.7
1,1920,1,5.7
1,1920,2,5.7
1,1920,3,5.7

3,24,3
3,24,2
3,12,1
3,24,3
3,24,2
3,12,1
3,24,3
3,24,2
3,12,1

3,24,3
3,24,1
3,12,0
3,24,3
3,24,1
3,12,0
3,24,3
3,24,1
3,12,0

3,24,2
3,24,1
3,12,0
3,24,2
3,24,1
3,12,0
3,24,2
3,24,1
3,12,0

1,8,3
1,8,2
1,8,1
1,8,0

3,24,0
3,24,1
3,12,2
3,24,0
3,24,1
3,12,2
3,24,0
3,24,1
3,12,2

3,24,0
3,24,2
3,12,3
3,24,0
3,24,2
3,12,3
3,24,0
3,24,2
3,12,3

1,8,4
1,8,4
1,8,3
1,8,0

1,8,4
1,8,4
1,8,3
1,8,0

1,16,4
1,16,4
1,8,4

1,8,3
1,8,0

1,16,4
1,16,4
1,8,4

1,8,3
1,8,0

1,1920,0,3.5
1,1920,3,3.5

3,32,0
3,32,3
3,32,0
3,32,3
3,32,0
3,32,3
3,32,0
3,32,3

3,32,0
3,32,3
3,32,0
3,32,3
3,32,0
3,32,3
3,32,0
3,32,3

3,32,0
3,32,3
3,32,0
3,32,3
3,32,0
3,32,3
3,32,0
3,32,3

3,32,0
3,32,3
3,32,0
3,32,3
3,32,0
3,32,3


1,8,4
1,8,4
1,8,3
1,8,0

1,8,4
1,8,4
1,8,3
1,8,0

1,16,4
1,16,4
1,8,4

1,8,0
1,8,3

1,6,4
1,6,0
1,6,3


1,8,2
1,8,1
1,8,3
1,8,0

1,8,2
1,8,1
1,8,3
1,8,0

1,16,2
1,16,1
1,8,2

1,8,0
1,8,3

1,16,2
1,16,1
1,8,2

1,8,3
1,8,0


3,24,0
3,24,0
3,12,0
3,24,1
3,24,1
3,12,1
3,24,2
3,24,2
3,12,2

1,6,3
1,6,2
1,6,1

1,16,3
1,16,0
1,8,3

1,8,1
1,8,2

1,6,0
1,6,1
1,6,2


3,24,3
3,24,3
3,12,3
3,24,2
3,24,2
3,12,2
3,24,1
3,24,1
3,24,1

1,16,1
1,16,2
1,8,1

1,8,3
1,8,1

1,8,3
1,8,3

1,8,2
1,8,2

1,8,1
1,8,1

1,8,0
1,8,0


//to AMello
1,8,0
1,8,1
1,8,2
1,8,3

1,8,0
1,8,1
1,8,2
1,8,3

1,16,0
1,16,1
1,16,2
1,16,3
1,16,0
1,16,1
1,16,2
1,16,3

1,32,0
1,32,1
1,32,2
1,32,3
1,32,0
1,32,1
1,32,2
1,32,3
1,32,0
1,32,1
1,32,2
1,32,3
1,32,0
1,32,1
1,32,2
1,32,3


//AMello
1,1920,0,2
1,4,3,2
1,4,4

1,4,2
1,4,4

1,4,1
1,4,4

1,4,0
1,4,4


1,4,0
1,4,4

1,4,2
1,4,4

1,4,1
1,4,4

1,4,3
1,4,4


1,4,3
1,4,4

1,4,1
1,4,4

1,4,2
1,4,4

1,4,0
1,4,4


1,4,2
1,4,4

1,4,3
1,4,4

1,4,1
1,4,4

1,6,4
1,6,4
1,6,4


//Amello2
1,1920,1,2
1,2,2,2

1,4,3
1,4,1

1,4,2
1,4,1

1,4,0
1,4,1


1,4,1
1,4,2

1,4,3
1,4,3

1,4,1
1,4,2

1,4,1
1,4,0


1,4,1
1,4,2

1,4,3
1,4,2

1,4,0
1,4,3

1,4,2
1,4,1


1,8,0
1,8,1
1,8,2
1,8,3

1,8,0
1,1920,0
1,8,1
1,1920,0
1,1920,1
1,8,2
1,1920,0
1,1920,1
1,1920,2
1,8,3

1,8,3
1,8,2
1,8,1
1,8,0

1,8,3
1,1920,3
1,8,2
1,1920,3
1,1920,2
1,8,1
1,1920,3
1,1920,2
1,1920,1
1,8,0


//A'Mello
1,1920,2,2
1,18,3
1,18,1
1,18,0
1,18,3
1,18,1
1,18,0
1,18,3
1,18,1
1,18,0

1,1920,3,2
1,18,2
1,18,1
1,18,0
1,18,2
1,18,1
1,18,0
1,18,2
1,18,1
1,18,0

1,1920,2,2
1,18,3
1,18,1
1,18,0
1,18,3
1,18,1
1,18,0
1,18,3
1,18,1
1,18,0

1,1920,0,2
1,18,3
1,18,2
1,18,1
1,18,3
1,18,2
1,18,1
1,18,3
1,18,2
1,18,1


1,1920,3,2
1,18,2
1,18,1
1,18,0
1,18,2
1,18,1
1,18,0
1,18,2
1,18,1
1,18,0

1,1920,2,2
1,18,3
1,18,1
1,18,0
1,18,3
1,18,1
1,18,0
1,18,3
1,18,1
1,18,0

1,1920,1,2
1,18,3
1,18,2
1,18,0
1,18,3
1,18,2
1,18,0
1,6,2

1,8,0
1,8,1
1,8,2
1,8,3


1,18,2
1,18,1
1,18,0
1,18,2
1,18,1
1,18,0
1,18,2
1,18,1
1,18,0

1,8,1
1,8,1
1,8,2
1,8,3

1,16,3,0.5
3,16,3
3,8,3
1,16,1,0.5
3,16,1
3,8,1


1,16,2,0.5
3,16,2
3,8,2

1,16,1,0.5
3,16,1
3,8,1


1,8,3
1,8,3
1,8,2
1,8,2

1,8,1
1,8,1
1,8,3
1,8,3

1,1920,4,4
3,18,0
3,18,1
3,18,2
3,18,3
3,18,2
3,18,1
3,18,0
3,18,1
3,18,2

3,18,0
3,18,1
3,18,2
3,18,3
3,18,2
3,18,1
3,18,0
3,18,1
3,18,2


1,16,0
1,16,0
1,8,0
1,16,1
1,16,1
1,8,1

1,16,2
1,16,2
1,8,2
1,16,3
1,16,3
1,8,3

1,16,1
1,16,2
1,8,1
1,8,3
1,8,3

1,6,0
1,6,2
1,6,2


1,16,3
1,16,3
1,8,3
1,16,2
1,16,2
1,8,2

1,16,1
1,16,1
1,8,1
1,16,0
1,16,0
1,8,0

1,16,2
1,16,1
1,8,2
1,16,1
1,16,0
1,8,1

1,16,3
1,16,2
1,8,3
1,16,2
1,16,1
1,8,2


1,18,0
3,18,1
3,18,2
1,18,0
3,18,1
3,18,2
1,18,0
3,18,1
3,18,2

3,6,2
3,6,2
3,6,3


1,6,0
3,18,0
3,18,0
3,18,0
1,6,0

1,6,3
3,18,3
3,18,3
3,18,3
1,6,3

1,24,0,0.6
3,24,0
3,12,0
1,24,1,0.6
3,24,1
3,12,1
1,24,2,0.6
3,24,2
3,12,2

1,24,3,0.6
3,24,3
3,12,3
1,24,2,0.6
3,24,2
3,12,2
1,24,1,0.6
3,24,1
3,12,1
1,24,0,0.6
3,24,0
3,12,0


1,16,3
1,16,2
1,8,3
1,16,0
1,16,1
1,8,0

1,16,2
1,16,0
1,8,2
1,16,1
1,16,3
1,8,1


//interlude
1,1920,4,4

#END

//テンプレ
//4k
1,8,0
1,8,1
1,8,2
1,8,3

1,8,0
1,8,2
1,8,1
1,8,3

//3連
3,18,1
3,18,1
3,18,1

1,16,2
1,16,1
1,8,2
